attendance,away_team,away_team_errors,away_team_hits,away_team_runs,boxscore_url,date,field_type,game_duration,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,other_info_string,start_time,venue
25094,Baltimore Orioles,0,16,9,https://www.baseball-reference.com/boxes/MIN/MIN201605110.shtml,"Wednesday, May 11, 2016",,: 2:54,"Day Game, on grass",Minnesota Twins,0,8,2,"<!--  
    
Umpires: HP - Tom Woodring, 1B - Greg Gibson, 2B - Ed Hickox, 3B - Mike Estabrook.Time of Game: 2:54.
Attendance: 25,094.
Field Condition: Unknown.
Start Time Weather: 56&deg; F, Wind 8mph out to Leftfield.

    

-->",Start Time: 12:10 p.m. Local, Target Field
19893,Milwaukee Brewers,0,8,2,https://www.baseball-reference.com/boxes/MIA/MIA201605110.shtml,"Wednesday, May 11, 2016",,: 2:29,"Night Game, on grass",Miami Marlins,0,5,3,"<!--  
    
Umpires: HP - Ryan Blakney, 1B - Brian Gorman, 2B - Mark Carlson, 3B - Mike DiMuro.Time of Game: 2:29.
Attendance: 19,893.
Field Condition: Unknown.
Start Time Weather: 81&deg; F, Wind 16mph from Left to Right, Cloudy.

    

-->",Start Time: 7:10 p.m. Local, Marlins Park
40970,New York Mets,1,8,4,https://www.baseball-reference.com/boxes/LAN/LAN201605110.shtml,"Wednesday, May 11, 2016",,: 3:04,"Night Game, on grass",Los Angeles Dodgers,0,7,3,"<!--  
    
Umpires: HP - Mark Ripperger, 1B - Fieldin Culbreth, 2B - Jim Reynolds, 3B - Nic Lentz.Time of Game: 3:04.
Attendance: 40,970.
Field Condition: Unknown.
Start Time Weather: 63&deg; F, Wind 8mph from Left to Right, Sunny.

    

-->",Start Time: 7:10 p.m. Local, Dodger Stadium
24453,Cleveland Indians,0,14,3,https://www.baseball-reference.com/boxes/HOU/HOU201605110.shtml,"Wednesday, May 11, 2016",,: 5:09,"Day Game, on grass",Houston Astros,1,10,5,"<!--  
    
Umpires: HP - Dale Scott, 1B - Bob Davidson, 2B - Lance Barrett, 3B - Dan Iassogna.Time of Game: 5:09.
Attendance: 24,453.
Start Time Weather: 73&deg; F, Wind 0mph, In Dome.

    

-->",Start Time: 1:10 p.m. Local, Minute Maid Park
34890,Arizona Diamondbacks,1,13,7,https://www.baseball-reference.com/boxes/COL/COL201605110.shtml,"Wednesday, May 11, 2016",,: 3:19,"Day Game, on grass",Colorado Rockies,0,14,8,"<!--  
    
Umpires: HP - Bill Welke, 1B - D.J. Reyburn, 2B - Vic Carapazza, 3B - John Hirschbeck.Time of Game: 3:19.
Attendance: 34,890.
Field Condition: Unknown.
Start Time Weather: 56&deg; F, Wind 14mph out to Leftfield, Cloudy.

    

-->",Start Time: 1:09 p.m. Local, Coors Field
14694,Pittsburgh Pirates,0,6,5,https://www.baseball-reference.com/boxes/CIN/CIN201605110.shtml,"Wednesday, May 11, 2016",,: 3:04,"Night Game, on grass",Cincinnati Reds,1,6,4,"<!--  
    
Umpires: HP - Jeff Kellogg, 1B - Mark Wegner, 2B - Alan Porter, 3B - John Tumpane.Time of Game: 3:04.
Attendance: 14,694.
Field Condition: Unknown.
Start Time Weather: 79&deg; F, Wind 3mph from Right to Left.

    

-->",Start Time: 7:09 p.m. Local, Great American Ball Park
37828,San Diego Padres,1,3,1,https://www.baseball-reference.com/boxes/CHN/CHN201605112.shtml,"Wednesday, May 11, 2016",,: 2:45,"Night Game, on grass",Chicago Cubs,0,4,0,"<!--  
    
Umpires: HP - Joe West, 1B - Kerwin Danley, 2B - Andy Fletcher, 3B - Stu Scheurwater.Time of Game: 2:45.
Attendance: 37,828.
Field Condition: Unknown.
Start Time Weather: 52&deg; F, Wind 4mph from Left to Right.

    

-->",Start Time: 7:06 p.m. Local, Wrigley Field
34508,San Diego Padres,2,10,7,https://www.baseball-reference.com/boxes/CHN/CHN201605111.shtml,"Wednesday, May 11, 2016",,: 3:15,"Day Game, on grass",Chicago Cubs,3,9,4,"<!--  
    
Umpires: HP - Toby Basner, 1B - Stu Scheurwater, 2B - Kerwin Danley, 3B - Andy Fletcher.Time of Game: 3:15.
Attendance: 34,508.
Field Condition: Unknown.
Start Time Weather: 51&deg; F, Wind 5mph in from Rightfield.

    

-->",Start Time: 12:06 p.m. Local, Wrigley Field
33283,Oakland Athletics,0,8,3,https://www.baseball-reference.com/boxes/BOS/BOS201605110.shtml,"Wednesday, May 11, 2016",,: 3:17,"Night Game, on grass",Boston Red Sox,0,17,13,"<!--  
    
Umpires: HP - Alfonso Marquez, 1B - Chris Guccione, 2B - David Rackley, 3B - Larry Vanover.Time of Game: 3:17.
Attendance: 33,283.
Field Condition: Unknown.
Start Time Weather: 63&deg; F, Wind 7mph out to Leftfield, Sunny.

    

-->",Start Time: 7:10 p.m. Local, Fenway Park
13760,Philadelphia Phillies,2,4,1,https://www.baseball-reference.com/boxes/ATL/ATL201605110.shtml,"Wednesday, May 11, 2016",,: 2:20,"Night Game, on grass",Atlanta Braves,0,10,5,"<!--  
    
Umpires: HP - Clint Fagan, 1B - Mike Winters, 2B - Marty Foster, 3B - Mike Muchlinski.Time of Game: 2:20.
Attendance: 13,760.
Field Condition: Unknown.
Start Time Weather: 85&deg; F, Wind 7mph from Left to Right, Cloudy.

    

-->",Start Time: 7:10 p.m. Local, Turner Field
33378,St. Louis Cardinals,1,9,5,https://www.baseball-reference.com/boxes/ANA/ANA201605110.shtml,"Wednesday, May 11, 2016",,: 3:00,"Night Game, on grass",Los Angeles Angels of Anaheim,1,4,2,"<!--  
    
Umpires: HP - Cory Blaser, 1B - Gerry Davis, 2B - Rob Drake, 3B - Carlos Torres.Time of Game: 3:00.
Attendance: 33,378.
Field Condition: Unknown.
Start Time Weather: 69&deg; F, Wind 8mph out to Centerfield, Sunny.

    

-->",Start Time: 7:08 p.m. Local, Angel Stadium of Anaheim
24476,Detroit Tigers,0,9,5,https://www.baseball-reference.com/boxes/WAS/WAS201605100.shtml,"Tuesday, May 10, 2016",,: 3:16,"Night Game, on grass",Washington Nationals,0,11,4,"<!--  
    
Umpires: HP - Todd Tichenor, 1B - Bill Miller, 2B - Pat Hoberg, 3B - Brian Knight.Time of Game: 3:16.
Attendance: 24,476.
Field Condition: Unknown.
Start Time Weather: 63&deg; F, Wind 8mph in from Rightfield, Cloudy.

    

-->",Start Time: 7:05 p.m. Local, Nationals Park
25804,Chicago White Sox,0,13,11,https://www.baseball-reference.com/boxes/TEX/TEX201605100.shtml,"Tuesday, May 10, 2016",,: 3:22,"Night Game, on grass",Texas Rangers,1,17,13,"<!--  
    
Umpires: HP - Manny Gonzalez, 1B - Ben May, 2B - Jeff Nelson, 3B - Laz Diaz.Time of Game: 3:22.
Attendance: 25,804.
Field Condition: Unknown.
Start Time Weather: 85&deg; F, Wind 16mph from Right to Left, Overcast.

    

-->",Start Time: 7:07 p.m. Local, Globe Life Park in Arlington
41464,Toronto Blue Jays,1,9,4,https://www.baseball-reference.com/boxes/SFN/SFN201605100.shtml,"Tuesday, May 10, 2016",,: 2:29,"Night Game, on grass",San Francisco Giants,0,6,0,"<!--  
    
Umpires: HP - Tom Hallion, 1B - Tony Randazzo, 2B - Dan Bellino, 3B - Adam Hamari.Time of Game: 2:29.
Attendance: 41,464.
Field Condition: Unknown.
Start Time Weather: 59&deg; F, Wind 13mph out to Centerfield, Sunny.

    

-->",Start Time: 7:15 p.m. Local, AT&T Park
16013,Tampa Bay Rays,1,6,4,https://www.baseball-reference.com/boxes/SEA/SEA201605100.shtml,"Tuesday, May 10, 2016",,: 2:46,"Night Game, on grass",Seattle Mariners,0,11,6,"<!--  
    
Umpires: HP - Jerry Layne, 1B - Hunter Wendelstedt, 2B - Gabe Morales, 3B - Tripp Gibson.Time of Game: 2:46.
Attendance: 16,013.
Field Condition: Unknown.
Start Time Weather: 74&deg; F, Wind 2mph out to Rightfield, Sunny.

    

-->",Start Time: 7:10 p.m. Local, Safeco Field
39128,Kansas City Royals,1,9,7,https://www.baseball-reference.com/boxes/NYA/NYA201605100.shtml,"Tuesday, May 10, 2016",,: 3:07,"Night Game, on grass",New York Yankees,0,13,10,"<!--  
    
Umpires: HP - Angel Hernandez, 1B - Sean Barber, 2B - Will Little, 3B - Ted Barrett.Time of Game: 3:07.
Attendance: 39,128.
Field Condition: Unknown.
Start Time Weather: 59&deg; F, Wind 9mph from Right to Left.

    

-->",Start Time: 7:08 p.m. Local, Yankee Stadium III
21586,Baltimore Orioles,0,14,5,https://www.baseball-reference.com/boxes/MIN/MIN201605100.shtml,"Tuesday, May 10, 2016",,: 3:01,"Night Game, on grass",Minnesota Twins,1,6,3,"<!--  
    
Umpires: HP - Mike Estabrook, 1B - Tom Woodring, 2B - Greg Gibson, 3B - Ed Hickox.Time of Game: 3:01.
Attendance: 21,586.
Field Condition: Unknown.
Start Time Weather: 57&deg; F, Wind 12mph from Right to Left, Overcast.

    

-->",Start Time: 7:11 p.m. Local, Target Field
17225,Milwaukee Brewers,0,12,10,https://www.baseball-reference.com/boxes/MIA/MIA201605100.shtml,"Tuesday, May 10, 2016",,: 3:17,"Night Game, on grass",Miami Marlins,2,8,2,"<!--  
    
Umpires: HP - Mike DiMuro, 1B - Ryan Blakney, 2B - Brian Gorman, 3B - Mark Carlson.Time of Game: 3:17.
Attendance: 17,225.
Field Condition: Unknown.
Start Time Weather: 82&deg; F, Wind 15mph in from Leftfield, Cloudy.

    

-->",Start Time: 7:11 p.m. Local, Marlins Park
38858,New York Mets,0,5,2,https://www.baseball-reference.com/boxes/LAN/LAN201605100.shtml,"Tuesday, May 10, 2016",,: 2:52,"Night Game, on grass",Los Angeles Dodgers,1,10,3,"<!--  
    
Umpires: HP - Nic Lentz, 1B - Mark Ripperger, 2B - Fieldin Culbreth, 3B - Jim Reynolds.Time of Game: 2:52.
Attendance: 38,858.
Field Condition: Unknown.
Start Time Weather: 63&deg; F, Wind 6mph out to Centerfield, Sunny.

    

-->",Start Time: 7:10 p.m. Local, Dodger Stadium
23976,Cleveland Indians,0,8,4,https://www.baseball-reference.com/boxes/HOU/HOU201605100.shtml,"Tuesday, May 10, 2016",,: 2:38,"Night Game, on grass",Houston Astros,0,4,0,"<!--  
    
Umpires: HP - Dan Iassogna, 1B - Dale Scott, 2B - Bob Davidson, 3B - Lance Barrett.Time of Game: 2:38.
Attendance: 23,976.
Start Time Weather: 73&deg; F, Wind 0mph, In Dome.

    

-->",Start Time: 7:10 p.m. Local, Minute Maid Park
23363,Arizona Diamondbacks,1,14,5,https://www.baseball-reference.com/boxes/COL/COL201605100.shtml,"Tuesday, May 10, 2016",,: 3:08,"Night Game, on grass",Colorado Rockies,0,4,1,"<!--  
    
Umpires: HP - John Hirschbeck, 1B - Bill Welke, 2B - D.J. Reyburn, 3B - Vic Carapazza.Time of Game: 3:08.
Attendance: 23,363.
Field Condition: Unknown.
Start Time Weather: 55&deg; F, Wind 8mph from Right to Left, Cloudy.

    

-->",Start Time: 6:41 p.m. Local, Coors Field
34680,San Diego Padres,0,8,7,https://www.baseball-reference.com/boxes/CHN/CHN201605100.shtml,"Tuesday, May 10, 2016",,: 3:13,"Night Game, on grass",Chicago Cubs,1,12,8,"<!--  
    
Umpires: HP - Andy Fletcher, 1B - Toby Basner, 2B - Joe West, 3B - Kerwin Danley.Time of Game: 3:13.
Attendance: 34,680.
Field Condition: Unknown.
Start Time Weather: 54&deg; F, Wind 2mph in from Rightfield, Overcast.

    

-->",Start Time: 7:07 p.m. Local, Wrigley Field
32167,Oakland Athletics,2,15,5,https://www.baseball-reference.com/boxes/BOS/BOS201605100.shtml,"Tuesday, May 10, 2016",,: 3:07,"Night Game, on grass",Boston Red Sox,1,16,13,"<!--  
    
Umpires: HP - Larry Vanover, 1B - Alfonso Marquez, 2B - Chris Guccione, 3B - David Rackley.Time of Game: 3:07.
Attendance: 32,167.
Field Condition: Unknown.
Start Time Weather: 70&deg; F, Wind 10mph from Left to Right, Cloudy.

    

-->",Start Time: 7:10 p.m. Local, Fenway Park
14490,Philadelphia Phillies,0,9,3,https://www.baseball-reference.com/boxes/ATL/ATL201605100.shtml,"Tuesday, May 10, 2016",,: 2:33,"Night Game, on grass",Atlanta Braves,1,6,2,"<!--  
    
Umpires: HP - Mike Muchlinski, 1B - Clint Fagan, 2B - Mike Winters, 3B - Marty Foster.Time of Game: 2:33.
Attendance: 14,490.
Field Condition: Unknown.
Start Time Weather: 78&deg; F, Wind 12mph out to Leftfield, Cloudy.

    

-->",Start Time: 7:10 p.m. Local, Turner Field
30679,St. Louis Cardinals,1,14,8,https://www.baseball-reference.com/boxes/ANA/ANA201605100.shtml,"Tuesday, May 10, 2016",,: 2:57,"Night Game, on grass",Los Angeles Angels of Anaheim,1,7,1,"<!--  
    
Umpires: HP - Carlos Torres, 1B - Cory Blaser, 2B - Gerry Davis, 3B - Rob Drake.Time of Game: 2:57.
Attendance: 30,679.
Field Condition: Unknown.
Start Time Weather: 67&deg; F, Wind 9mph from Right to Left, Sunny.

    

-->",Start Time: 7:09 p.m. Local, Angel Stadium of Anaheim
27153,Detroit Tigers,1,7,4,https://www.baseball-reference.com/boxes/WAS/WAS201605090.shtml,"Monday, May 9, 2016",,: 2:57,"Night Game, on grass",Washington Nationals,0,7,5,"<!--  
    
Umpires: HP - Brian Knight, 1B - Todd Tichenor, 2B - Bill Miller, 3B - Pat Hoberg.Time of Game: 2:57.
Attendance: 27,153.
Field Condition: Unknown.
Start Time Weather: 63&deg; F, Wind 6mph out to Rightfield, Overcast.

    

-->",Start Time: 7:09 p.m. Local, Nationals Park
22958,Chicago White Sox,0,15,8,https://www.baseball-reference.com/boxes/TEX/TEX201605090.shtml,"Monday, May 9, 2016",,: 3:58,"Night Game, on grass",Texas Rangers,2,9,4,"<!--  
    
Umpires: HP - Laz Diaz, 1B - Manny Gonzalez, 2B - Ben May, 3B - Jeff Nelson.Time of Game: 3:58.
Attendance: 22,958.
Field Condition: Unknown.
Start Time Weather: 87&deg; F, Wind 14mph from Right to Left, Sunny.

    

-->",Start Time: 7:08 p.m. Local, Globe Life Park in Arlington
41256,Toronto Blue Jays,0,7,3,https://www.baseball-reference.com/boxes/SFN/SFN201605090.shtml,"Monday, May 9, 2016",,: 2:52,"Night Game, on grass",San Francisco Giants,0,4,1,"<!--  
    
Umpires: HP - Adam Hamari, 1B - Tom Hallion, 2B - Tony Randazzo, 3B - Dan Bellino.Time of Game: 2:52.
Attendance: 41,256.
Field Condition: Unknown.
Start Time Weather: 57&deg; F, Wind 11mph out to Centerfield, Cloudy.

    

-->",Start Time: 7:17 p.m. Local, AT&T Park
41243,Kansas City Royals,0,10,3,https://www.baseball-reference.com/boxes/NYA/NYA201605090.shtml,"Monday, May 9, 2016",,: 2:41,"Night Game, on grass",New York Yankees,1,9,6,"<!--  
    
Umpires: HP - Ted Barrett, 1B - Angel Hernandez, 2B - Sean Barber, 3B - Will Little.Time of Game: 2:41.
Attendance: 41,243.
Field Condition: Unknown.
Start Time Weather: 69&deg; F, Wind 8mph from Right to Left, Cloudy.

    

-->",Start Time: 7:10 p.m. Local, Yankee Stadium III
16769,Milwaukee Brewers,3,5,1,https://www.baseball-reference.com/boxes/MIA/MIA201605090.shtml,"Monday, May 9, 2016",,: 3:07,"Night Game, on grass",Miami Marlins,1,12,4,"<!--  
    
Umpires: HP - Mark Carlson, 1B - Mike DiMuro, 2B - Ryan Blakney, 3B - Brian Gorman.Time of Game: 3:07.
Attendance: 16,769.
Field Condition: Unknown.
Start Time Weather: 80&deg; F, Wind 11mph in from Leftfield, Sunny.

    

-->",Start Time: 7:11 p.m. Local, Marlins Park
42186,New York Mets,2,8,4,https://www.baseball-reference.com/boxes/LAN/LAN201605090.shtml,"Monday, May 9, 2016",,: 3:08,"Night Game, on grass",Los Angeles Dodgers,1,6,2,"<!--  
    
Umpires: HP - Jim Reynolds, 1B - Nic Lentz, 2B - Mark Ripperger, 3B - Fieldin Culbreth.Time of Game: 3:08.
Attendance: 42,186.
Field Condition: Unknown.
Start Time Weather: 62&deg; F, Wind 6mph out to Rightfield, Sunny.

    

-->",Start Time: 7:10 p.m. Local, Dodger Stadium
20222,Cleveland Indians,1,3,1,https://www.baseball-reference.com/boxes/HOU/HOU201605090.shtml,"Monday, May 9, 2016",,: 2:49,"Night Game, on grass",Houston Astros,1,8,7,"<!--  
    
Umpires: HP - Lance Barrett, 1B - Dan Iassogna, 2B - Dale Scott, 3B - Bob Davidson.Time of Game: 2:49.
Attendance: 20,222.
Start Time Weather: 73&deg; F, Wind 0mph, In Dome.

    

-->",Start Time: 7:10 p.m. Local, Minute Maid Park
22053,Arizona Diamondbacks,1,12,10,https://www.baseball-reference.com/boxes/COL/COL201605090.shtml,"Monday, May 9, 2016",,: 3:23,"Night Game, on grass",Colorado Rockies,0,13,5,"<!--  
    
Umpires: HP - Vic Carapazza, 1B - John Hirschbeck, 2B - Bill Welke, 3B - D.J. Reyburn.Time of Game: 3:23.
Attendance: 22,053.
Field Condition: Unknown.
Start Time Weather: 64&deg; F, Wind 12mph in from Centerfield, Cloudy.

    

-->",Start Time: 6:41 p.m. Local, Coors Field
12103,Pittsburgh Pirates,0,5,2,https://www.baseball-reference.com/boxes/CIN/CIN201605090.shtml,"Monday, May 9, 2016",,: 2:37,"Night Game, on grass",Cincinnati Reds,0,9,3,"<!--  
    
Umpires: HP - John Tumpane, 1B - Jeff Kellogg, 2B - Mark Wegner, 3B - Alan Porter.Time of Game: 2:37.
Attendance: 12,103.
Field Condition: Wet.
Start Time Weather: 61&deg; F, Wind 6mph in unknown direction, Drizzle.

    

-->",Start Time: 7:10 p.m. Local, Great American Ball Park
35227,Oakland Athletics,0,11,7,https://www.baseball-reference.com/boxes/BOS/BOS201605090.shtml,"Monday, May 9, 2016",,: 3:46,"Night Game, on grass",Boston Red Sox,1,15,14,"<!--  
    
Umpires: HP - David Rackley, 1B - Larry Vanover, 2B - Alfonso Marquez, 3B - Chris Guccione.Time of Game: 3:46.
Attendance: 35,227.
Field Condition: Unknown.
Start Time Weather: 61&deg; F, Wind 15mph from Left to Right, Cloudy.

    

-->",Start Time: 7:10 p.m. Local, Fenway Park
46665,Los Angeles Dodgers,1,8,4,https://www.baseball-reference.com/boxes/TOR/TOR201605080.shtml,"Sunday, May 8, 2016",,: 3:10,"Day Game, on turf",Toronto Blue Jays,1,5,2,"<!--  
    
Umpires: HP - Chad Fairchild, 1B - Jim Joyce, 2B - Marvin Hudson, 3B - James Hoye.Time of Game: 3:10.
Attendance: 46,665.
Start Time Weather: 68&deg; F, Wind 0mph, In Dome.

    

-->",Start Time: 1:08 p.m. Local, Rogers Centre
42441,Pittsburgh Pirates,0,14,10,https://www.baseball-reference.com/boxes/SLN/SLN201605080.shtml,"Sunday, May 8, 2016",,: 3:27,"Day Game, on grass",St. Louis Cardinals,0,10,5,"<!--  
    
Umpires: HP - Greg Gibson, 1B - Mike Estabrook, 2B - Tom Woodring, 3B - Ed Hickox.Time of Game: 3:27.
Attendance: 42,441.
Field Condition: Unknown.
Start Time Weather: 77&deg; F, Wind 6mph in from Rightfield, Cloudy.

    

-->",Start Time: 1:15 p.m. Local, Busch Stadium III
41593,Colorado Rockies,0,9,2,https://www.baseball-reference.com/boxes/SFN/SFN201605080.shtml,"Sunday, May 8, 2016",,: 2:55,"Day Game, on grass",San Francisco Giants,0,6,0,"<!--  
    
Umpires: HP - CB Bucknor, 1B - Jim Reynolds, 2B - Nic Lentz, 3B - Fieldin Culbreth.Time of Game: 2:55.
Attendance: 41,593.
Field Condition: Unknown.
Start Time Weather: 62&deg; F, Wind 10mph out to Leftfield, Overcast.

    

-->",Start Time: 1:06 p.m. Local, AT&T Park
27461,New York Mets,0,11,4,https://www.baseball-reference.com/boxes/SDN/SDN201605080.shtml,"Sunday, May 8, 2016",,: 3:30,"Day Game, on grass",San Diego Padres,2,8,3,"<!--  
    
Umpires: HP - Ramon De Jesus, 1B - Tripp Gibson, 2B - Jerry Layne, 3B - Hunter Wendelstedt.Time of Game: 3:30.
Attendance: 27,461.
Field Condition: Unknown.
Start Time Weather: 62&deg; F, Wind 7mph from Left to Right, Cloudy.

    

-->",Start Time: 1:40 p.m. Local, Petco Park
41869,Boston Red Sox,0,7,5,https://www.baseball-reference.com/boxes/NYA/NYA201605080.shtml,"Sunday, May 8, 2016",,: 2:27,"Night Game, on grass",New York Yankees,1,3,1,"<!--  
    
Umpires: HP - Gabe Morales, 1B - Jerry Meals, 2B - Ron Kulpa, 3B - Chris Conroy.Time of Game: 2:27.
Attendance: 41,869.
Field Condition: Unknown.
Start Time Weather: 60&deg; F, Wind 8mph out to Rightfield, Sunny.

    

-->",Start Time: 8:08 p.m. Local, Yankee Stadium III
19625,Philadelphia Phillies,1,10,6,https://www.baseball-reference.com/boxes/MIA/MIA201605080.shtml,"Sunday, May 8, 2016",,: 3:10,"Day Game, on grass",Miami Marlins,1,10,5,"<!--  
    
Umpires: HP - Bob Davidson, 1B - Lance Barrett, 2B - Dan Iassogna, 3B - Dale Scott.Time of Game: 3:10.
Attendance: 19,625.
Start Time Weather: 73&deg; F, Wind 0mph, In Dome.

    

-->",Start Time: 1:11 p.m. Local, Marlins Park
28148,Seattle Mariners,2,5,1,https://www.baseball-reference.com/boxes/HOU/HOU201605080.shtml,"Sunday, May 8, 2016",,: 2:57,"Day Game, on grass",Houston Astros,0,9,5,"<!--  
    
Umpires: HP - Jeff Nelson, 1B - Laz Diaz, 2B - Manny Gonzalez, 3B - Ben May.Time of Game: 2:57.
Attendance: 28,148.
Start Time Weather: 73&deg; F, Wind 0mph, In Dome.

    

-->",Start Time: 1:11 p.m. Local, Minute Maid Park
35406,Texas Rangers,0,12,8,https://www.baseball-reference.com/boxes/DET/DET201605080.shtml,"Sunday, May 8, 2016",,: 3:25,"Day Game, on grass",Detroit Tigers,1,6,3,"<!--  
    
Umpires: HP - Chris Guccione, 1B - David Rackley, 2B - Larry Vanover, 3B - Alfonso Marquez.Time of Game: 3:25.
Attendance: 35,406.
Field Condition: Unknown.
Start Time Weather: 65&deg; F, Wind 7mph from Right to Left, Sunny.

    

-->",Start Time: 1:11 p.m. Local, Comerica Park
14463,Kansas City Royals,2,9,4,https://www.baseball-reference.com/boxes/CLE/CLE201605080.shtml,"Sunday, May 8, 2016",,: 2:57,"Day Game, on grass",Cleveland Indians,0,8,5,"<!--  
    
Umpires: HP - Quinn Wolcott, 1B - Mark Carlson, 2B - Mike DiMuro, 3B - Ryan Blakney.Time of Game: 2:57.
Attendance: 14,463.
Field Condition: Unknown.
Start Time Weather: 57&deg; F, Wind 9mph from Left to Right, Sunny.

    

-->",Start Time: 1:10 p.m. Local, Progressive Field
22376,Milwaukee Brewers,0,7,5,https://www.baseball-reference.com/boxes/CIN/CIN201605080.shtml,"Sunday, May 8, 2016",,: 3:09,"Day Game, on grass",Cincinnati Reds,0,6,4,"<!--  
    
Umpires: HP - Sean Barber, 1B - Adrian Johnson, 2B - Gary Cederstrom, 3B - Jim Wolf.Time of Game: 3:09.
Attendance: 22,376.
Field Condition: Unknown.
Start Time Weather: 52&deg; F, Wind 5mph from Right to Left, Overcast.

    

-->",Start Time: 3:05 p.m. Local, Great American Ball Park
41233,Washington Nationals,1,11,3,https://www.baseball-reference.com/boxes/CHN/CHN201605080.shtml,"Sunday, May 8, 2016",,: 4:54,"Day Game, on grass",Chicago Cubs,1,14,4,"<!--  
    
Umpires: HP - D.J. Reyburn, 1B - Vic Carapazza, 2B - John Hirschbeck, 3B - Clint Fagan.Time of Game: 4:54.
Attendance: 41,233.
Field Condition: Unknown.
Start Time Weather: 61&deg; F, Wind 7mph from Right to Left, Sunny.

    

-->",Start Time: 1:21 p.m. Local, Wrigley Field
